Asbtractor User Name	DB_ID	A2 Authors_Primary	A3 Title Primary	A4 Periodical Full	A4 Periodical Abbrev	A5 Pub Year	A6 Volume	A7 Issue	A8 Start Page	A8 Other Pages	A9 Abstract
mmarrone	3857	"Stewart,W. C.;Ritch,R.;Shin,D. H.;Lehmann,R. P.;Shrader,C. E.;van Buskirk,E. M."	The efficacy of apraclonidine as an adjunct to timolol therapy. Apraclonidine adjunctive therapy study group.[Erratum appears in arch ophthalmol. 1995 nov;113(11):1465]	Archives of Ophthalmology	Arch.Ophthalmol.	1995	113	3	287	292	"OBJECTIVE: To compare the intraocular pressure (IOP) lowering efficacy of 0.5% and 1.0% apraclonidine hydrochloride when used adjunctively with 0.5% timolol maleate in 129 patients. DESIGN: A multicenter, randomized, double-masked clinical trial. Adult patients of either sex diagnosed as having either open-angle glaucoma or ocular hypertension were enrolled in the study. Patients using only 0.5% timolol maleate twice daily for at least 4 weeks and who had 8 AM IOPs of at least 22 mm Hg and no greater than 30 mm Hg 12 hours after dosing were eligible for the study. After 8 AM baseline IOPs were obtained while patients were taking timolol only, they were then randomized to receive either 0.5% or 1.0% apraclonidine twice daily in addition to their timolol. Intraocular pressures were measured at 8 AM (before morning dosing) and at 11 AM (3 hours after dosing) on days 14 and 90 and at 8 AM only on day 45. RESULTS: Both concentrations of apraclonidine produced significant IOP reductions from baseline at all visits (P < .001). At 8 AM, after the nighttime dose, the additional mean IOP reduction from the timolol baseline ranged from 2.5 to 3.3 mm Hg (10.3% to 13.6% reduction, respectively). At 11 AM, 3 hours after the morning dose, the additional IOP reduction from the timolol baseline ranged from 4.7 to 5.2 mm Hg (20.0% to 21.7%, respectively). No difference in IOP reduction was observed between the 0.5% and 1.0% apraclonidine concentrations and no loss of IOP efficacy was observed for either concentration for the duration of the study. Sensitivity to 0.5% and 1.0% apraclonidine was observed in nine (13.8%) and 13 (20.3%) patients, respectively. Overall, therapy was discontinued owing to ocular or nonocular side effects with 0.5% and 1.0% apraclonidine in 14 (21.5%) and 16 (25%) patients, respectively. CONCLUSIONS: We believe that 0.5% apraclonidine is equally effective as 1.0% apraclonidine when used twice daily as the first adjunctive drug to timolol. The drug effect is maintained for at least 90 days. CAS Registry/EC Number/Name of Substance 0 (Adrenergic alpha-Agonists). 0 (Ophthalmic Solutions). 26839-75-8 (Timolol). 4205-90-7 (Clonidine). 66711-21-5 (apraclonidine)."
mmarrone	213	"Arcieri,E. S.;Arcieri,R. S.;Pereira,A. C.;Andreo,E. G.;Finotti,I. G.;Sa Filho,W. F."	Comparing the fixed combination brimonidine-timolol versus fixed combination dorzolamide-timolol in patients with elevated intraocular pressure	Current Medical Research & Opinion	 	2007	23	4	683	689	"PURPOSE: To evaluate the efficacy of fixed combination brimonidine-timolol (FCBT) versus fixed combination dorzolamide-timolol (FCDT) given twice daily in patients with primary open angle glaucoma (POAG) or ocular hypertension (OH). DESIGN: Prospective, multicentre, masked-observer, crossover comparison. PARTICIPANTS: Sixteen patients with POAG and 14 with OH. METHODS: The participants of the study were washed out from their previous medication and randomized to fixed FCBT or FCDT for the first 4-week treatment period. Subjects then were washed for 4 weeks and started on the opposite medication for the second 4-week period. Intraocular pressure (IOP) was measured with a Goldmann applanation tonometer at 8:00 a.m., 12:00 noon and 4:00 p.m. at each baseline and at the end of each treatment period. Unsolicited ocular adverse events were also recorded. MAIN OUTCOME MEASURES: Comparison of the IOP lowering effect of FCBT and FCDT. RESULTS: The baseline mean diurnal IOP for all 30 subjects (30 eyes) was 22.9 +/- 1.6 mmHg. Both fixed combinations significantly reduced IOP compared with baseline (p < 0.00001). The mean diurnal IOP following 4 weeks of therapy was 15.0 +/- 2.1 mmHg for FCBT and 15.4 +/- 2.1 mmHg for FCDT (p = 0.510). The mean diurnal IOP reduction was 7.8 +/- 1.9 mmHg for FCBT and 7.4 +/- 1.8 mmHg for FCDT (p = 0.430). Overall, 14 subjects complained about ocular adverse events: two only for FCBT, seven only for FCDT and five for both drugs. Although there was no significant difference between the number of subjects that reported ocular adverse events with FCBT (n = 7) and FCDT (n = 12) (p = 0.359), FCDT caused more ocular stinging upon instillation (n = 9) than FCBT (n = 1) (p = 0.027). CONCLUSION: This study suggests that FCBT and FCDT, each given twice daily, have similar efficacy in patients with POAG or OH. CAS Registry/EC Number/Name of Substance 0 (Quinoxalines). 0 (Sulfonamides). 0 (Thiophenes). 130693-82-2 (dorzolamide). 26839-75-8 (Timolol). 59803-98-4 (brimonidine)."
mmarrone	3888	"Strohmaier,K.;Snyder,E.;DuBiner,H.;Adamsons,I."	The efficacy and safety of the dorzolamide-timolol combination versus the concomitant administration of its components	Ophthalmology	Ophthalmology	1999	106	12	1	9	"OBJECTIVE: To evaluate whether a fixed combination of 2% dorzolamide and 0.5% timolol given twice daily showed equivalent efficacy to the concomitant administration of 2% dorzolamide given three times daily and 0.5% timolol given twice daily in patients whose intraocular pressure (IOP) remained elevated during monotherapy with 0.5% timolol twice daily. DESIGN: Multicenter, parallel, randomized, double-masked clinical trial with an open-label extension. PARTICIPANTS AND INTERVENTION: In the masked phase, 242 patients received either the dorzolamide-timolol combination twice daily and placebo three times daily or dorzolamide three times daily and timolol twice daily for up to 3 months. In the open-label extension, 220 patients received the dorzolamide-timolol combination twice daily for up to 9 months. MAIN OUTCOME MEASURES: The criterion for establishing treatment equivalency was a 95% or greater confidence that the absolute difference in the mean change in IOP from baseline was less than 1.5 mmHg between treatments. RESULTS: During 3 months of treatment, the dorzolamide-timolol combination reduced IOP relative to the 0.5% timolol baseline by approximately 14% at hour 0 (just before the morning dose), 20% at hour 2, and 15% at hour 8. The IOP-lowering effect of concomitant therapy with dorzolamide and timolol was approximately 16% at hour 0, 20% at hour 2, and 17% at hour 8. At hours 0, 2, and 8, there was greater than 97% confidence that the treatments were equivalent. During the open-label extension, the mean IOP reduction ranged from 14% to 15% at hour 0 and from 20% to 21% at hour 2. The treatment groups were generally comparable in terms of adverse events, symptoms, ocular signs, visual acuity, visual fields, physical examination, and laboratory measures. CONCLUSIONS: The IOP-lowering effect of the dorzolamide-timolol combination is comparable to that of dorzolamide three times daily plus timolol twice daily and is maintained for up to 1 year. The dorzolamide-timolol combination provides clinically important reduction in IOP relative to baseline treatment with timolol alone and is generally well-tolerated for up to 1 year. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Carbonic Anhydrase Inhibitors). 0 (Sulfonamides). 0 (Thiophenes). 130693-82-2 (dorzolamide). 26839-75-8 (Timolol)."
mmarrone	597	"Camras,C. B.;Wax,M. B.;Ritch,R.;Weinreb,R.;Robin,A. L.;Higginbotham,E. J.;Lustgarten,J.;Stewart,W. C.;Sherwood,M.;Krupin,T.;Wilensky,J.;Cioffi,G. A.;Katz,L. J.;Schumer,R. A.;Kaufman,P. L.;Minckler,D.;Zimmerman,T.;Stjernschantz,J."	Latanoprost treatment for glaucoma: effects of treating for 1 year and of switching from timolol. United states latanoprost study group	American Journal of Ophthalmology	Am.J.Ophthalmol.	1998	126	3	390	399	"PURPOSE: To determine the efficacy and safety of latanoprost treatment for 1 year in glaucoma patients, and to evaluate the effects of switching from timolol to latanoprost therapy. METHODS: Latanoprost 0.005% was topically applied once daily without masking for 6 months in 223 patients with elevated intraocular pressure after previous treatment with latanoprost once daily or 0.5% timolol twice daily for 6 months in a multicenter, randomized, double-masked, parallel group study. RESULTS: Compared with baseline values before treatment, a significant (P < .0001) diurnal reduction in intraocular pressure of 6 to 8 mm Hg was maintained with minimal fluctuation for the duration of treatment. When treatment was switched from timolol to latanoprost, intraocular pressure was reduced by 1.5 +/- 0.3 mm Hg (mean +/- SEM; 8% change in intraocular pressure; 31% of the intraocular pressure reduction produced by timolol; P < .001) compared with the change in intraocular pressure in patients remaining on latanoprost therapy. Of the patients initially enrolled, 95% successfully completed treatment. There was a slight overall increase in conjunctival hyperemia in patients who switched from timolol to latanoprost, but no change in those who continued latanoprost. The timolol-induced reduction of resting heart rate returned to baseline levels after switching to latanoprost. Of the 247 patients treated with latanoprost during the masked and/or open-label studies, 12 (5%) demonstrated a definite (n = 4) or possible (n = 8) increase in iris pigmentation. CONCLUSIONS: Latanoprost is a well-tolerated ocular hypotensive agent that appears to be more effective than timolol in reducing intraocular pressure. The increase in iris pigmentation appears to be harmless but requires further investigation. CAS Registry/EC Number/Name of Substance 0 (Ophthalmic Solutions). 0 (Prostaglandins F, Synthetic). 130209-82-4 (latanoprost). 26839-75-8 (Timolol)."
mmarrone	4093	"Tsukamoto,H.;Noma,H.;Matsuyama,S.;Ikeda,H.;Mishima,H. K."	The efficacy and safety of topical brinzolamide and dorzolamide when added to the combination therapy of latanoprost and a beta-blocker in patients with glaucoma	Journal of Ocular Pharmacology & Therapeutics	 	2005	21	2	170	173	"PURPOSE: Brinzolamide and dorzolamide are often used as adjunctive therapy to other antiglaucoma agents. The purpose of this study was to compare the efficacy and safety of brinzolamide 1% versus dorzolamide 1% when added to the combination therapy of latanoprost and a beta-blocker in patients with glaucoma. METHODS: An 8-week, randomized, open-label comparative study was performed in 52 patients with glaucoma. Brinzolamide 1% (twice a day) or dorzolamide 1% (3 times a day) was randomly administered to the patients who had been treated with both latanoprost and a betablocker. RESULTS: Intraocular pressure (IOP) were both decreased significantly (P < 0.0001) from 18.6 +/- 2.3 mmHg to 16.7 +/- 2.3 mmHg and from 18.4 +/- 2.6 mmHg to 16.6 +/- 2.5 mmHg, respectively, 8 weeks after the addition of brinzolamide or dorzolamide. However, the difference between the groups was not significant (P = 0.86). The incidence of ocular irritation was significantly higher (P < 0.0001) in the dorzolamide group (74%) than the brinzolamide group (16%), but there was no significant difference in blurred vision between the groups (dorzolamide 37% versus brinzolamide 52%, P = 0.40). CONCLUSIONS: We concluded that the efficacy of brinzolamide 1% was equivalent to dorzolamide 1%; however, the safety of brinzolamide 1% was superior to dorzolamide 1% as adjunctive therapy to the combination with latanoprost and a beta-blocker. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Ophthalmic Solutions). 0 (Prostaglandins F, Synthetic). 0 (Sulfonamides). 0 (Thiazines). 0 (Thiophenes). 130209-82-4 (latanoprost). 130693-82-2 (dorzolamide). 138890-62-7 (brinzolamide)."
mmarrone	1249	"Fristrom,B."	"A 6-month, randomized, double-masked comparison of latanoprost with timolol in patients with open angle glaucoma or ocular hypertension"	 	"Acta Ophthalmologica Scandinavica.74(2)(pp 140-144), 1996.Date of Publication: Apr 1996."	 	 	 	 	 	"The intraocular pressure reducing effect and side-effects of latanoprost, a phenyl-substituted prostaglandin analogue, were compared with those of timolol, in a group of 31 glaucomatous or ocular hypertensive patients, divided into three subgroups. The study was randomized and double masked. At the end of 6 month's treatment with latanoprost 0.005% once daily, either as a morning dose or as an evening dose, there was a reduction in intraocular pressure of 33% (p < 0.001) and 36% (p < 0.001), respectively. The intraocular pressure reduction of timolol 0.5%, administered twice daily was 26% (p < 0.001). There was no significant difference in conjunctival hyperemia between the groups and there were few subjective symptoms in any of the patients. One patient with a light green-brown iris, treated with latanoprost in one eye only, exhibited an increase in iris colour in the treated eye at week 26, and did not show any signs of reversion 9 months after discontinuing the therapy. It may be concluded that latanoprost is well tolerated and at least as effective as timolol in reducing intraocular pressure in patients with glaucoma or ocular hypertension when applied once daily. The exact mechanism behind the increase in iris pigmentation and the clinical significance of this previously unknown side-effect needs to be investigated further. Drug Trade Names and Manufacturers merck sharp and dohme pharmacia [Sweden] blocadren: merck sharp and dohme"
mmarrone	7293	"Rosenlund,E. F."	The intraocular pressure lowering effect of timolol in gel-forming solution	Acta Ophthalmologica Scandinavica	Acta Ophthalmol.Scand.	1996	74	2	160	162	"The effect on the intraocular pressure (IOP) of 0.5% timolol solution given twice daily was compared to 0.5% timolol in gel-forming solution given once daily. Patients (n = 223) having an IOP of above 22 mmHg were recruited from 16 eye specialist centres in Scandinavia and Finland. The patients were randomized to two treatment groups, timolol solution treatment and timolol in gel-forming solution treatment. Eyes with and without pseudoexfoliation were included. The patients were stratified regarding the presence or not of pseudoexfoliation, to ensure appropriate distribution of this condition. No difference in intraocular pressure reducing effect was registered for the two groups. The pressure reducing effect of the two modes of treatment was not affected by the presence or not of pseudoexfoliation. The study also included registration of local and systemic signs and symptoms possibly related to the study medications. Blurring of vision occurred more often in patients given 0.5% timolol in gel-forming solution compared to timolol solution. The heart rate decreased statistically significantly in patients given timolol solution, but not in patients given timolol in gel-forming solution. This study suggests that treatment with 0.5% timolol in gel-forming solution once a day may be equally as good as 0.5% timolol solution given twice a day in patients with glaucoma both with and without pseudoexfoliation."
mmarrone	7819	"Williams,R. D.;Cohen,J. S.;Gross,R. L.;Liu,C. C.;Safyan,E.;Batoosingh,A. L.;Bimatoprost Study,Group"	Long-term efficacy and safety of bimatoprost for intraocular pressure lowering in glaucoma and ocular hypertension: year 4	British Journal of Ophthalmology	Br.J.Ophthalmol.	2008	92	10	1387	1392	"BACKGROUND: Bimatoprost 0.03% has been shown to consistently reduce mean intraocular pressure (IOP) more than timolol 0.5% over 2 years. To further evaluate long-term safety and efficacy, once-daily bimatoprost 0.03% was compared with timolol 0.5% twice daily through year 4. METHODS: In this multicentre, double-masked, randomised, controlled trial, glaucoma and ocular hypertension patients (n = 152) who completed phase III bimatoprost trials through month 36 were enrolled in a study extension through month 48. Patients randomised to bimatoprost once daily (n = 78) or timolol twice daily (n = 35) continued on the same regimen for a fourth year. Patients randomised to bimatoprost twice daily had been switched to bimatoprost once daily dosing at month 24 (bimatoprost twice daily/once daily treatment group), and continued with once daily dosing through month 48 (n = 39). IOP was measured at 08:00 and 10:00 at months 39, 42, 45 and 48. Safety measures included adverse events, biomicroscopy, ophthalmoscopy, visual acuity and visual field. RESULTS: Baseline IOP was comparable among groups. During year 4, mean IOP reductions from baseline were 7.0 to 8.1 mm Hg with bimatoprost once daily and 6.5 to 7.9 mm Hg with bimatoprost twice daily/once daily, significantly greater than with timolol twice daily (3.8 to 5.8 mm Hg, p< or =0.035) at all measurements. Over 4 years, the mean IOP reduction from baseline at 08:00 and 10:00 was 1.9 to 3.9 mm Hg (35% to 100%) greater with bimatoprost once daily than with timolol (p< or =0.013). Low IOPs were achieved by more bimatoprost than timolol patients (p< or =0.042). No safety concerns developed during long-term bimatoprost treatment; two patients in the timolol treatment group discontinued after month 36 because of adverse events. The most common treatment-related adverse event in the bimatoprost treatment groups was conjunctival hyperaemia. CONCLUSION: Bimatoprost once daily provided sustained IOP lowering greater than timolol twice daily and was well tolerated over long-term use."
mmarrone	9064	"Mills,K. B.;Hercules,B.;English,M."	"Two blind randomized cross-over trials in the treatment of primary open angle glaucoma: Comparing both guanethidine 3% with adrenaline 0.5% and guanethidine 1% with adrenaline 0.2%, combined in single drop form, with timolol 0.25%"	Trans-Ophthalmol-Soc-U-K	 	1981	 	4	397	402	"Copyright í‰Œ© 2009 Elsevier B. V., Amsterdam. All Rights Reserved."
mmarrone	8490	"Schulzer,M.;Drance,S. M.;Douglas,G. R."	A comparison of treated and untreated glaucoma suspects	Ophthalmology	Ophthalmology	1991	98	3	301	307	"One hundred forty-three patients with intraocular pressures (IOPs) above 22 mmHg and without visual field defects or any obvious evidence of optic nerve damage were randomly assigned to either a timolol treatment group or no treatment in a 6-year prospective clinical trial. Endpoints were defined as reproducible visual field defects on automatic perimetry, disc hemorrhages, or stereophotographically documented optic nerve head changes. Endpoints developed in 42 patients: 28 visual field defects, 8 changes in disc appearance, and 6 disc hemorrhages. Of the 42 patients, 20 were treated and 22 were not. Survival analysis showed no statistically significant differences in failure time to any endpoints between the two groups. In the untreated group, the time to failure of disc change was related to the mean IOP during the study and also to the changes in the IOP from baseline. A significant correlation was found between initial cup-to-disc ratio and survival time to visual field defects in the untreated group."
mmarrone	366	"Bengtsson,B.;Heijl,A."	A long-term prospective study of risk factors for glaucomatous visual field loss in patients with ocular hypertension	 	Journal of Glaucoma.	2005	14	2	135	138	"Purpose: To evaluate the importance of baseline risk factors for development of glaucomatous visual field loss in patients with high-risk ocular hypertension. Methods: In the Malmo Ocular Hypertension Study, 90 patients were randomized to topical timolol or placebo treatment and observed prospectively for up to 10 years. Patients with elevated intraocular pressure (1OP) and with open angles and normal visual fields, plus at least one extra risk factor, were eligible. Risk factors were suspect disc or known disc hemorrhage, positive family history of glaucoma, pseudoexfoliation or pigment dispersion syndrome, diabetes, and mean IOP on DTC [greater-than or equal to] 27 mm Hg. These risk factors and also the mean baseline IOP and IOP fluctuation, sex, age, and blood pressure were evaluated as predictors for development of reproducible glaucomatous visual field loss. In addition to the prospective data, post-study data were retrieved from patients' records extending maximum follow-up to 17 years. Results: Thirty-seven patients developed glaucomatous visual field loss. Of all factors included in the analysis, disc appearance, older age, and higher IOP came out as significant risks. Suspect disc appearance increased the risk approximately three times, with a hazard ratio of 2.90, and CI: 1.34-6.30, the hazard ratio was 1.05 and CI: 1.03-1.09 per year of age, while mean baseline IOP increased the risk with 14% per mm Hg (CI: 1.01-1.28). Conclusion: Patients with ocular hypertension were at higher risk for developing glaucomatous visual field loss if discs were suspect, if IOP was high, and if the patient was older in age. Copyright copyright 2005 by Lippincott Williams & Wilkins."
mmarrone	7903	"Zhou,W. B.;Peng,D. W.;Chen,X. Q.;Zeng,S. J.;Qiu,P. X.;Hu,B. R."	[Studies on ding gong teng in lowering of intraocular pressure and miosis]	Yen Ko Hsueh Pao [Eye Science]	 	1986	2	3	150	153	 
mmarrone	8020	"Brandt,J. D.;VanDenburgh,A.;Chen,K.;Fellman,R."	Comparison of once-or twice-daily bimatoprost with twice-daily timolol in patients with elevated IOP	Evidence-Based Eye Care	 	2001	3	1	36	37	 
mmarrone	5100	"Petounis,A.;Mylopoulos,N.;Kandarakis,A.;Andreanos,D.;Dimitrakoulias,N."	"Comparison of the additive intraocular pressure-lowering effect of latanoprost and dorzolamide when added to timolol in patients with open-angle glaucoma or ocular hypertension: a randomized, open-label, multicenter study in Greece"	Journal of glaucoma	J.Glaucoma	2001	10	4	316	324	"PURPOSE: To compare the intraocular pressure-lowering effect of latanoprost with that of dorzolamide when added to timolol. PATIENTS AND METHODS: This randomized, open-label study with two parallel groups was conducted in five centers in Greece. The study enrolled 148 patients with inadequately controlled open-angle or pseudoexfoliation glaucoma (intraocular pressure of at least 22 mm Hg) or ocular hypertension (intraocular pressure of at least 27 mm Hg) who were receiving monotherapy with a beta-blocker or dual therapy in which one of the agents was a beta-blocker. The patients were switched to timolol 0.5% twice daily for 2 to 4 weeks (run-in period) before the start of the study (baseline). At baseline, the patients were randomized to receive latanoprost 0.005% once daily or dorzolamide 2% twice daily as add-on therapy to timolol. The intraocular pressure was recorded at 9:30 AM, 12:30 PM, and 3:30 PM at baseline and at 3 months. Safety was followed throughout the study. RESULTS: The diurnal intraocular pressure reduction was significant in both groups (P < 0.001). The mean intraocular pressure reduction from baseline was 32% for the latanoprost plus timolol group and 20% for the dorzolamide plus timolol group. The least square estimate of the mean diurnal intraocular pressure reduction after 3 months was -7.06 mm Hg in the latanoprost plus timolol group and -4.44 mm Hg in the dorzolamide plus timolol group (P < 0.001). Drugs administered in both treatment groups were well tolerated. CONCLUSION: This study clearly showed that the additive diurnal intraocular pressure-lowering effect of latanoprost is superior to that of dorzolamide in patients treated with timolol."
mmarrone	3517	"Schuman,J. S.;Horwitz,B.;Choplin,N. T.;David,R.;Albracht,D.;Chen,K."	"A 1-year study of brimonidine twice daily in glaucoma and ocular hypertension. A controlled, randomized, multicenter clinical trial. Chronic brimonidine study group.[See comment]"	Archives of Ophthalmology	Arch.Ophthalmol.	1997	115	7	847	852	"OBJECTIVE: Brimonidin tartrate is a highly selective alpha 2-agonist. This study investigates the safety and efficacy of 0.2% brimonidine administered twice daily for 1 year in patients with glaucoma or ocular hypertension. METHODS: The study design was a multicenter, double-masked, randomized, parallel-group, active-controlled comparison clinical trial. Subjects instilled 0.2% brimonidine or 0.5% timolol maleate twice daily for 12 months. Subjects were examined at baseline, week 1, and months 1, 2, 3, 6, 9, and 12. A subset of subjects was examined at week 2. RESULTS: Of 443 subjects enrolled in this study, 374 met the entry criteria; 186 received brimonidine and 188 received timolol. Brimonidine-treated subjects showed an overall mean peak reduction in intraocular pressure (IOP) of 6.5 mm Hg; timolol-treated subjects had a mean peak reduction in IOP of 6.1 mm Hg. Brimonidine lowered mean peak IOP significantly more than timolol at week 2 and month 3 (P < .03); no significant difference was observed between the groups for this variable at other visits throughout the 1-year course of the study. No evidence of tachyphylaxis was seen in either group. Allergy was seen in 9% of subjects treated with brimonidine. Dry mouth was more common in the brimonidine-treated group than in the timolol-treated group (33.0% vs 19.4%), but complaints of burning and stinging were more common in the timolol-treated group (41.9%) than in the brimonidine-treated patients (28.1%). Headache, fatigue, and drowsiness were similar in the 2 groups. In general, the tolerance to medication was acceptable. CONCLUSIONS: Brimonidine is safe and effective in lowering IOP in glaucomatous eyes. Brimonidine provides a sustained long-term ocular hypotensive effect, is well tolerated, and has a low rate of allergic response. CAS Registry/EC Number/Name of Substance 0 (Adrenergic alpha-Agonists). 0 (Ophthalmic Solutions). 0 (Quinoxalines). 26839-75-8 (Timolol). 59803-98-4 (brimonidine)."
mmarrone	5161	"Sall,K."	The efficacy and safety of brinzolamide 1% ophthalmic suspension (Azopt) as a primary therapy in patients with open-angle glaucoma or ocular hypertension. Brinzolamide Primary Therapy Study Group	Survey of ophthalmology	Surv.Ophthalmol.	2000	44 Suppl 2	 	S155	62	"A randomized, multicenter, double-masked, prospective, parallel study was designed to establish the intraocular pressure (IOP)-lowering efficacy, safety, and tolerability of brinzolamide 1.0% (Azopt) as a primary therapy compared with dorzolamide 2.0% (Trusopt) and placebo in patients diagnosed with open-angle glaucoma (with or without a pseudoexfoliative or a pigmentary dispersion component) or ocular hypertension. Brinzolamide 1.0%, dosed two times (b.i.d.) and three times (t.i.d.) a day, dorzolamide 2.0% (t.i.d.), and placebo (t.i.d) were administered to patients during a 3-month treatment period. Diurnally corrected IOP reduction from baseline, including peak and trough times, was the primary end point. Sample sizes were chosen to establish statistical equivalence between treatments. Mean IOP changes observed on treatment were as follows: -3.4 mm Hg (-13.2%) to -4.1 mm Hg (-16.7%) with brinzolamide 1.0% b.i.d.; -4.1 mm Hg (-16.6%) to -4.8 mm Hg (-19.1%) with brinzolamide 1% t.i.d.; and -4.3 mm Hg (-16.9%) to -4.9 mm Hg (-20.1%) with dorzolamide 2.0%. IOP reductions after administration of brinzolamide 1.0% b.i.d. and t.i.d. were equivalent to each other and also clinically and statistically equivalent to those with dorzolamide 2.0% t.i.d. The incidence of ocular discomfort (burning and stinging) upon instillation was significantly higher for dorzolamide (10.7%) than brinzolamide (b.i.d. or t.i.d., 3.0% each). The most frequent non-ocular event reported was taste perversion, which was less (3.7%) with brinzolamide 1.0% b.i.d., but brinzolamide t.i.d. was similar to dorzolamide t.i.d. (6.8% vs. 5.3%). Brinzolamide 1.0% b.i.d., brinzolamide 1.0% t.i.d., and dorzolamide 2.0% t.i.d. equaled each other in IOP-lowering efficacy, and brinzolamide was significantly more comfortable than dorzolamide upon instillation."
mmarrone	5019	"Merkle,W."	Report on the results of new betareceptor-blockade in the therapy of glaucoma	FORTSCHR-OPHTHALMOL	 	1983	79	5	413	414	"In a randomized, crossover study involving 30 patients with primary open-angle glaucoma, the pressure-lowering effects and side-effects of metipranolol and sotalol solution were compared with those of propranolol. In an open clinical study the results were tested later with the ocular hypotensive effects of oral doses of 40 mg penbutolol and of twice daily instilled bunolol ophthalmic solution. Copyright Œ© 2009 Elsevier B. V., Amsterdam. All Rights Reserved."
mmarrone	9000	"Lewis,R. A.;Weiss,M. J.;Landry,T. A.;Dickerson,J. E., J.;James,J. E.;Hua,S. Y.;Sullivan,E. K.;Montgomery,D. B.;Wells,D. T.;Bergamini,M. V. W."	Travoprost 0.004% With and Without Benzalkonium Chloride: A Comparison of Safety and Efficacy	Iovs	 	2006	 	 	ARVO E	abstract 452	"Purpose: The safety and efficacy of a new formulation of travoprost 0.004% without benzalkonium chloride (travoprost BAC-free) was compared to that of the marketed formulation of travoprost 0.004% (TRAVATANí‰Œ¬) in patients with open-angle glaucoma (OAG) or ocular hypertension (OHT). Methods: The study was a double-masked, randomized, parallel group, multicenter, non-inferiority design. Adult patients with OAG or OHT and with qualifying IOP (24 to 36 mm Hg at 8 AM; 21 to 36 mm Hg at 10 AM and 4 PM following appropriate washout of previous ocular hypotensives) in at least one eye on two eligibility visits received either travoprost 0.004% preserved with BAC (n = 346) or travoprost BAC-free (n = 344) dosed once-daily each evening. Study patients were followed for a period of 3 months. IOP measurements at 8 AM, 10 AM and 4 PM were taken at study visits on week 2, week 6, and month 3. Results: The 95% confidence limits for the difference in mean IOP were within +/- 0.8 mmHg at 9 of 9 study visits and times in both the per protocol and intent-to-treat data sets. Mean IOP reductions, across all 9 study visits and times in both the per protocol and intent-to-treat data sets, ranged from 7.3 to 8.5 mmHg for travoprost BAC-free and from 7.4 to 8.4 mmHg for travoprost 0.004%. Statistical equivalence was also demonstrated for the comparison of mean IOP changes; 95% confidence limits are within +/- 0.8 mmHg at 9 of 9 study visits and times in both the per protocol and intent-to-treat data sets. Adverse events and the number of patients discontinued due to adverse events were similar for both treatment groups. 6.4% of patients treated with travoprost BAC-free experienced an adverse event due to hyperemia. Conclusions: Travoprost BAC-free is equivalent to travoprost 0.004% in both safety and efficacy."
mmarrone	1814	"Jampel,H. D.;Bacharach,J.;Sheu,W. P.;Wohl,L. G.;Solish,A. M.;Christie,W.;Latanoprost/Unoprostone Study Group"	Randomized clinical trial of latanoprost and unoprostone in patients with elevated intraocular pressure	American Journal of Ophthalmology	Am.J.Ophthalmol.	2002	134	6	863	871	"PURPOSE: To compare the intraocular pressure (IOP)-lowering effect and safety of latanoprost 0.005% once daily with that of unoprostone 0.15% twice daily for patients with primary open-angle glaucoma or ocular hypertension. DESIGN: Randomized clinical trial. METHODS: In a prospective, 8-week, investigator-masked, parallel-group study conducted at numerous centers in the United States, 165 previously treated patients with IOP >or= 25 mm Hg in one or both eyes after washout were randomly assigned to receive either latanoprost 0.005% once daily in the evening or unoprostone 0.15% twice daily. Observations procedures were Goldmann applanation tonometry, best-corrected visual acuity, slit lamp biomicroscopy, and ophthalmoscopy. The main outcome measure was change in the mean of the IOPs measured at 8:00 AM, 12 noon, and 4:00 PM between baseline (before treatment) and after 8 weeks of treatment. RESULTS: The change in the mean +/- SD of the IOPs measured at 8:00 AM, 12 noon, and 4:00 PM was -7.2 +/- 3.2 mm Hg (28%) for latanoprost (25.3 +/- 2.8 mm Hg at baseline to 18.2 +/- 2.8 mm Hg at 8 weeks) and -3.9 +/- 2.6 mm Hg (15%) for unoprostone (25.5 +/- 3.3 mm Hg at baseline to 21.6 +/- 4.0 mm Hg; P <or=.001. No serious adverse event related to either medication was reported. CONCLUSIONS: Over an 8-week period, latanoprost 0.005% once daily lowered IOP more than unoprostone 0.15% twice daily in patients with elevated IOP. Both agents were safe and well tolerated. CAS Registry/EC Number/Name of Substance 0 (Antihypertensive Agents). 0 (Ophthalmic Solutions). 0 (Prostaglandins F, Synthetic). 130209-82-4 (latanoprost). 551-11-1 (Dinoprost). 69553-75-9 (isopropyl unoprostone)."
mmarrone	5221	"Sponsel,W. E."	Timolol Vs pilocarpine in open angle glaucoma: The observation of significant differences in visual field response in patients with clinically equivalent IOP control	CHIBRET INT J OPHTHALMOL	 	1987	5	3	50	56	"The beta-blocker timolol and miotic agent pilocarpine were compared in a prospective randomized study of patients with primary open angle glaucoma. Those receiving the beta-blocker exhibited functional improvement while patients on the miotic agent continued to lose field. There was no correlation between these changes with clinical measurements of intraocular pressure, which did not differ significantly between the two groups. The possibility of an intraocular pressure-independent effect of timolol in chronic glaucoma is discussed. Copyright Œ© 2009 Elsevier B. V., Amsterdam. All Rights Reserved."
