internalid	sourceid	pubmedid_search	keywords	abstract	title	journal	authors	tags	J	trials	pubmedid	pdf	extractor	userID	assigned	done	comments
485483	20532465	20532465	"Adolescent,Adult,Air Pollution/adverse effects,Allergens/adverse effects,Asthma/*epidemiology/etiology,Betula/immunology,Child,Child, Preschool,Cupressaceae/immunology,Female,Fraxinus/immunology,General Practice/statistics & numerical data,Huma"	AIMS: To investigate for the first time the short-term effects of airborne pollen counts on general practitioner (GP) consultations for asthma attacks in the Greater Paris area between 2003-2007. METHODS: Counts were available for common pollen	"Short-term effects of airborne pollens on asthma attacks as seen by general practitioners in the Greater Paris area, 2003-2007."	Primary care respiratory journal : journal of the General Practice Airways Group	Huynh BT and Tual S and Turbelin C and Pelat C and Cecchi L and D'Amato G and Blanchon T and Annesi-Maesano I		1	issa_tufts	20532465	pdf	chris-parkin	15	yes		
486218	20708875	20708875	"Adult,Asthma/epidemiology/*etiology,District of Columbia/epidemiology,Electronic Health Records,Emergency Service, Hospital/*statistics & numerical data,Environment,Humans,Humidity/adverse effects,Linear Models,Ozone/adverse effects,Particulate"	"BACKGROUND: Despite familiarity with triggers for asthma, there is little recent study on the association of triggers with the emergency department (ED) presentation of adult asthma exacerbation. METHODS: Retrospective electronic chart review o"	Adult asthma exacerbations and environmental triggers: a retrospective review of ED visits using an electronic medical record.	The American journal of emergency medicine	May L and Carim M and Yadav K		1	issa_Tufts	20708875	pdf	chris-parkin	15	yes		
484565	20855107	20855107	"Africa, Northern,Aged,Aged, 80 and over,Air Pollutants/*analysis/toxicity,Air Pollution/*statistics & numerical data,Desert Climate/*adverse effects,Dust/*analysis,Humans,*Mortality,Particulate Matter/*analysis/toxicity,Spain"	"BACKGROUND: Saharan dust outbreaks are a common phenomenon in the Madrid atmosphere. The current Directive 2008/50 CE governing air quality in European cities, draws no distinction between which particulate matter (PM(10), PM(2.5) or PM(10-2.5)"	Role of Saharan dust in the relationship between particulate matter and short-term daily mortality among the elderly in Madrid (Spain).	The Science of the total environment	Jimenez E and Linares C and Martinez D and Diaz J		1	nira_tufts	20855107	pdf	chris-parkin	15	yes		
484537	21172793	21172793	"Africa, Northern,Aged,Aged, 80 and over,Air Movements,Cardiovascular Diseases/etiology/mortality,Desert Climate,Dust/*analysis,Epidemiologic Methods,Humans,Italy/epidemiology,*Mortality,Particulate Matter/analysis/*toxicity,Respiration Disorder"	"OBJECTIVE: To investigate the association between Saharan dust outbreaks and natural, cardiovascular and respiratory mortality. METHODS: A case-crossover design was adopted to assess the effects of Saharan dust days (SDD) on mortality in the Em"	Saharan dust and daily mortality in Emilia-Romagna (Italy).	Occupational and environmental medicine	Zauli Sajani S and Miglio R and Bonasoni P and Cristofanelli P and Marinoni A and Sartini C and Goldoni CA and De Girolamo G and Lauriola P		1	nira_tufts	21172793	pdf	chris-parkin	15	yes		
485424	21895725	21895725	"Adult,Aged,Aged, 80 and over,*Altitude,Atrial Fibrillation/*epidemiology,Environmental Exposure/analysis/*statistics & numerical data,Female,Hospitalization/*statistics & numerical data,Humans,Male,Middle Aged,Particulate Matter/*analysis,Preva"	"BACKGROUND: Previous studies have observed that short-term exposure to elevated concentrations of particulate matter (PM) air pollution increases risk of acute ischemic heart disease events and heart failure hospitalization, alters cardiac auto"	Atrial fibrillation hospitalization is not increased with short-term elevations in exposure to fine particulate air pollution.	Pacing and clinical electrophysiology : PACE	Bunch TJ and Horne BD and Asirvatham SJ and Day JD and Crandall BG and Weiss JP and Osborn JS and Anderson JL and Muhlestein JB and Lappe DL and Pope CA 3rd		1	issa_Tufts	21895725	pdf	chris-parkin	15	yes		
485847	21944840	21944840	"Adult,Age Factors,Aged,Aged, 80 and over,Air Pollutants/*adverse effects,Blood Pressure Determination,Canada,Confidence Intervals,Cross-Sectional Studies,Databases, Factual,Emergencies,Emergency Service, Hospital/*utilization,Environmental Expo"	"BACKGROUND: Numerous studies have reported associations between air pollution and cardiovascular diseases. While several studies illustrate that exposures to air pollutants can elevate blood pressure, few have evaluated the clinical relevance o"	Even low levels of ambient air pollutants are associated with increased emergency department visits for hypertension.	The Canadian journal of cardiology	Szyszkowicz M and Rowe BH and Brook RD		1	nira_tufts	21944840	pdf	chris-parkin	15	yes		
486283	9222780	9222780	"Cardiovascular Diseases/mortality,Cause of Death,*Cold Temperature,Confidence Intervals,Female,*Hot Temperature,Humans,Longitudinal Studies,Male,*Mortality,Periodicity,Registries,Regression Analysis,Respiratory Tract Diseases/mortality,Risk,*Se"	BACKGROUND: Increased mortality is associated with both very low and very high ambient temperatures. This study assesses the relationship between daily numbers of deaths and variations in ambient temperature within the city of Valencia. METHODS	"Mortality as a function of temperature. A study in Valencia, Spain, 1991-1993."	International journal of epidemiology	Ballester F and Corella D and Perez-Hoyos S and Saez M and Hervas A		1	issa_tufts	9222780	pdf	chris-sheldrick	88	yes		
485614	9371204	9371204	"Adolescent,Adult,Air Pollutants/adverse effects,Air Pollution/*adverse effects,Asthma/chemically induced/*epidemiology,Child,Emergencies,Europe/epidemiology,Humans,Middle Aged,Nitrogen Dioxide/adverse effects,Patient Admission/*statistics & num"	"BACKGROUND: A study was undertaken to assess the combined association between urban air pollution and emergency admissions for asthma during the years 1986-92 in Barcelona, Helsinki, Paris and London. METHODS: Daily counts were made of asthma a"	Urban air pollution and emergency admissions for asthma in four European cities: the APHEA Project.	Thorax	Sunyer J and Spix C and Quenel P and Ponce-de-Leon A and Ponka A and Barumandzadeh T and Touloumi G and Bacharova L and Wojtyniak B and Vonk J and Bisanti L and Schwartz J and Katsouyanni K		1	issa_tufts	9371204	pdf	chris-sheldrick	88	yes		
485910	9596122	9596122	"Adult,Air Pollution/*adverse effects,Asthma/drug therapy/epidemiology/*etiology/physiopathology,Bronchial Hyperreactivity/physiopathology,Bronchial Provocation Tests,Bronchodilator Agents/therapeutic use,Female,Humans,Hypersensitivity, Immediat"	Exacerbations of asthma have been associated with exposure to ozone or particles with a 50% cut-off aerodynamic diameter of 10 microm (PM10). We postulated in this study that the association of summertime air pollution (i.e. ozone and PM10) wit	Asthma severity and susceptibility to air pollution.	The European respiratory journal : official journal of the European Society for Clinical Respiratory Physiology	Hiltermann TJ and Stolk J and van der Zee SC and Brunekreef B and de Bruijne CR and Fischer PH and Ameling CB and Sterk PJ and Hiemstra PS and van Bree L		1	issa_Tufts	9596122	pdf	chris-sheldrick	88	yes		
486437	10193370	10193370	"Adolescent,Adult,Aged,Air Pollution/*adverse effects,Asthma/*etiology,Child,Child, Preschool,Hospitalization/*statistics & numerical data,Humans,Infant,Infant, Newborn,London,Middle Aged,Nitrogen Dioxide/adverse effects,Ozone/adverse effects,Po"	BACKGROUND: A study was undertaken to investigate the relationship between daily hospital admissions for asthma and air pollution in London in 1987-92 and the possible confounding and modifying effects of airborne pollen. METHODS: For all ages 	"Air pollution, pollens, and daily admissions for asthma in London 1987-92."	Thorax	Anderson HR and Ponce de Leon A and Bland JM and Bower JS and Emberlin J and Strachan DP		1	issa_Tufts	10193370	pdf	chris-sheldrick	88	yes		
484723	11097798	11097798	"Adolescent,Adult,Aged,Air Pollutants/*adverse effects,Child,Child, Preschool,Epidemiologic Studies,Female,Humans,Infant,Infant, Newborn,Korea/epidemiology,Male,Middle Aged,Models, Theoretical,Mortality/*trends,Particle Size,Risk Factors,Sulfur "	The relationship between ambient air pollution and daily mortality in seven major cities of Korea for the period 1991-1997 was examined. These cities account for half of the Korean population (about 22 million). The observed concentrations of s	"Air pollution and daily mortality in seven major cities of Korea, 1991-1997."	Environmental research	Lee JT and Kim H and Hong YC and Kwon HJ and Schwartz J and Christiani DC		1	issa_Tufts	11097798	pdf	chris-sheldrick	88	yes		
484292	11836148	11836148	"Adolescent,Adult,Age Factors,Aged,Air Pollutants/*adverse effects,Atmospheric Pressure,Child,Child, Preschool,Epidemiologic Studies,Female,Gases,Humans,Humidity,Infant,Infant, Newborn,Korea/epidemiology,Male,Middle Aged,Particle Size,Risk Asses"	"The relationship between stroke and air pollution has not been adequately studied. We conducted a time-series study to examine the evidence of an association between air pollutants and stroke over 4 years (January 1995-December 1998) in Seoul, "	Effects of air pollutants on acute stroke mortality.	Environmental health perspectives	Hong YC and Lee JT and Kim H and Ha EH and Schwartz J and Christiani DC		1	issa_HARVARD	11836148	pdf	chris-sheldrick	88	yes		
484415	12550083	12550083	"Aged,Aged, 80 and over,Air Pollutants/*adverse effects,Epidemiologic Studies,Female,Heart Failure/*mortality,Humans,Male,Mortality/*trends,Particle Size,Quebec/epidemiology,Regression Analysis,Risk Assessment,Urban Population"	"We conducted a mortality time series study to investigate the association between daily mortality for congestive heart failure (CHF), and daily concentrations of particles and gaseous pollutants in the ambient air of Montreal, Quebec, during th"	Associations between ambient air pollution and daily mortality among persons with congestive heart failure.	Environmental research	Goldberg MS and Burnett RT and Valois MF and Flegel K and Bailar JC 3rd and Brook J and Vincent R and Radon K		1	issa_Tufts	12550083	pdf	chris-sheldrick	88	yes		
486017	12842772	12842772	"Adolescent,Adult,Age Factors,Aged,Air Pollutants/*adverse effects,Epidemiologic Studies,Europe/epidemiology,Female,Heart Diseases/etiology/*mortality,Humans,Lung Diseases/etiology/*mortality,Male,Middle Aged,*Models, Theoretical,Mortality/*tren"	"Short-term changes in ambient particulate matter with aerodynamic diameters < 10 micro m (PM10) have been associated with short-term fluctuations in mortality or morbidity in many studies. In this study, we tested whether those deaths are just "	The temporal pattern of respiratory and heart disease mortality in response to air pollution.	Environmental health perspectives	Zanobetti A and Schwartz J and Samoli E and Gryparis A and Touloumi G and Peacock J and Anderson RH and Le Tertre A and Bobros J and Celko M and Goren A and Forsberg B and Michelozzi P and Rabczenko D and Hoyos SP and Wichmann HE and Katsouyann		1	issa_tufts	12842772	pdf	chris-sheldrick	88	yes		
485509	15517080	15517080	"Adult,Aged,Aged, 80 and over,Air Pollutants/*toxicity,*Atmospheric Pressure,Body Mass Index,Brazil/epidemiology,Female,Humans,*Humidity,Male,Middle Aged,Myocardial Infarction/etiology/*mortality,Poisson Distribution,Risk Factors,Seasons,*Temper"	"An increase in daily mortality from myocardial infarction has been observed in association with meteorological factors and air pollution in several cities in the world, mainly in the northern hemisphere. The objective of the present study was t"	"Temperature, air pollution, and mortality from myocardial infarction in Sao Paulo, Brazil."	Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas / Sociedade Brasileira de Biofisica ... [et al.]	Sharovsky R and Cesar LA and Ramires JA		1	issa_tufts	15517080	pdf	chris-sheldrick	88	yes		
485566	16169916	16169916	"Adult,Aged,Air Pollution,Cardiovascular Diseases/*mortality,Cause of Death,Chills,*Cold Climate,Cold Temperature/*adverse effects,Humans,Middle Aged,Respiratory Tract Diseases/*mortality,Scotland/epidemiology,Seasons,Sensitivity and Specificity"	AIMS: To investigate the lagged effects of cold temperature on cardiorespiratory mortality and to determine whether 'wind chill' is a better predictor of these effects than 'dry bulb' temperature. METHODS: Generalised linear Poisson regression 	The lagged effect of cold temperature and wind chill on cardiorespiratory mortality in Scotland.	Occupational and environmental medicine	Carder M and McNamee R and Beverland I and Elton R and Cohen GR and Boyd J and Agius RM		1	issa_tufts	16169916	pdf	chris-sheldrick	88	yes		
486040	17365588	17365588	"Aged,Air Pollutants/*adverse effects/analysis,Air Pollution/*adverse effects/analysis,Child,Emergency Service, Hospital/*utilization,Environmental Exposure,Humans,Italy/epidemiology,Respiratory Tract Diseases/*diagnosis/*epidemiology,Urban Popu"	"Emergency room visits for respiratory complaints, considered an indicator of deterioration of respiratory health, have been positively correlated to traffic-related air pollution. This is an ecological study to evaluate the association between "	"Urban air pollution and emergency visits for respiratory complaints in Pisa, Italy."	Journal of toxicology and environmental health. Part A	Vigotti MA and Chiaverini F and Biagiola P and Rossi G		1	issa_tufts	17365588	pdf	chris-sheldrick	88	yes		
486392	17435205	17435205	"*Agriculture,Air Pollution/*adverse effects/analysis,Asthma/*etiology,Biomass,Brazil,Environmental Monitoring/methods,*Evidence-Based Medicine,Hospitalization,Humans,*Incineration,Linear Models,Occupational Diseases/*etiology,Saccharum,Vehicle "	OBJECTIVE: To evaluate the association between the total suspended particles (TSPs) generated from preharvest sugar cane burning and hospital admission due to asthma (asthma hospital admissions) in the city of Araraquara. DESIGN: An ecological 	Air pollution from biomass burning and asthma hospital admissions in a sugar cane plantation area in Brazil.	Journal of epidemiology and community health	Arbex MA and Martins LC and de Oliveira RC and Pereira LA and Arbex FF and Cancado JE and Saldiva PH and Braga AL		1	issa_Tufts	17435205	pdf	chris-sheldrick	88	yes		
484617	18511489	18511489	"Adolescent,Adult,Age Factors,Aged,Air Pollutants/toxicity,Brazil,Child,Child, Preschool,Chile,*Cities,Cross-Over Studies,Educational Status,Female,Fourier Analysis,Hot Temperature/*adverse effects,Humans,Infant,Infant, Newborn,Male,Mexico,Middl"	BACKGROUND: Factors affecting vulnerability to heat-related mortality are not well understood. Identifying susceptible populations is of particular importance given anticipated rising temperatures from climatic change. METHODS: We investigated 	"Vulnerability to heat-related mortality in Latin America: a case-crossover study in Sao Paulo, Brazil, Santiago, Chile and Mexico City, Mexico."	International journal of epidemiology	Bell ML and O'Neill MS and Ranjit N and Borja-Aburto VH and Cifuentes LA and Gouveia NC		1	nira_tufts	18511489	pdf	chris-sheldrick	88	yes		
486245	19004842	19004842	"Adult,Aged,Aged, 80 and over,Air Pollution/adverse effects,Arrhythmias, Cardiac/*chemically induced,Cross-Over Studies,Death, Sudden, Cardiac/*etiology,Defibrillators, Implantable/*adverse effects,Environmental Exposure/*adverse effects,Environ"	AIMS: Air pollution has been associated with ventricular arrhythmias in patients with implantable cardioverter defibrillators (ICDs) for exposure periods of 24-48 h. Only two studies have investigated exposure periods <24 h. We aimed to explore	Rapid effects of air pollution on ventricular arrhythmias.	European heart journal	Ljungman PL and Berglind N and Holmgren C and Gadler F and Edvardsson N and Pershagen G and Rosenqvist M and Sjogren B and Bellander T		1	issa_tufts	19004842	pdf	chris-sheldrick	88	yes		
485253	19772650	19772650	"Adult,Aged,Aged, 80 and over,Air Pollutants/*adverse effects,Air Pollution/adverse effects,Cardiovascular Diseases/*epidemiology/etiology,Cross-Over Studies,Female,Hospitalization/*statistics & numerical data,Humans,Inhalation Exposure/*adverse"	"BACKGROUND: Studies have shown that the effects of particulate matter on health vary based on factors including the vulnerability of the population, health care practices, exposure factors, and the pollutant mix. METHODS: We used time-stratifie"	Surveillance of the short-term impact of fine particle air pollution on cardiovascular disease hospitalizations in New York State.	Environmental health : a global access science source	Haley VB and Talbot TO and Felton HD		1	issa_tufts	19772650	pdf	chris-sheldrick	88	yes		
484847	19819836	19819836	"Adolescent,Adult,Age Factors,Air Pollutants/*toxicity,Air Pollution/*adverse effects,Canada/epidemiology,Child,Child, Preschool,Emergency Service, Hospital/*statistics & numerical data,Environmental Monitoring,Female,Headache/*chemically induce"	OBJECTIVES: We set out to examine associations between ambient air pollution concentrations and emergency department (ED) visits for migraine/headache in a multi-city study. MATERIALS AND METHODS: We designed a time-series study of 64 839 ED vi	Emergency department visits for migraine and headache: a multi-city study.	International journal of occupational medicine and environmental health	Szyszkowicz M and Kaplan GG and Grafstein E and Rowe BH		1	nira_tufts	19819836	pdf	chris-sheldrick	88	yes		
485882	20092648	20092648	"Adult,Aged,Aged, 80 and over,Air Pollutants/*analysis,Air Pollution/statistics & numerical data,Cardiovascular Diseases/*mortality,Diabetes Mellitus/*mortality,Environmental Exposure/*analysis,Environmental Monitoring,Female,Humans,Male,Massach"	"BACKGROUND: Substantial epidemiological studies demonstrate associations between exposure to ambient ozone and mortality. A few studies simply examine the modification of this ozone effect by individual characteristics and socioeconomic status,"	Modifiers of short-term effects of ozone on mortality in eastern Massachusetts--a case-crossover analysis at individual level.	Environmental health : a global access science source	Ren C and Melly S and Schwartz J		1	issa_tufts	20092648	pdf	chris-sheldrick	88	yes		
484729	20638709	20638709	"Air Pollutants/*analysis,Air Pollution/*statistics & numerical data,China/epidemiology,Emergency Service, Hospital/statistics & numerical data,Hospitalization/*statistics & numerical data,Humans,Hypertension/*epidemiology,Nitrogen Dioxide/analy"	"BACKGROUND: A number of epidemiological studies have examined the adverse effect of air pollution on mortality and morbidity. Also, several studies have investigated the associations between air pollution and specific-cause diseases including a"	"The relationship between particulate air pollution and emergency hospital visits for hypertension in Beijing, China."	The Science of the total environment	Guo Y and Tong S and Zhang Y and Barnett AG and Jia Y and Pan X		1	issa_tufts	20638709	pdf	chris-sheldrick	88	yes		
486396	20729350	20729350	"Adult,Age Distribution,Aged,Air Pollution/*adverse effects,Carbon Monoxide/toxicity,Death, Sudden, Cardiac/epidemiology/*etiology,Female,Humans,Male,Middle Aged,New York City/epidemiology,Nitrogen Dioxide/toxicity,Ozone/toxicity,Particulate Mat"	"Cardiovascular morbidity has been associated with particulate matter (PM) air pollution, although the relation between pollutants and sudden death from cardiac arrest has not been established. This study examined associations between out-of-hos"	Association of ambient fine particles with out-of-hospital cardiac arrests in New York City.	American journal of epidemiology	Silverman RA and Ito K and Freese J and Kaufman BJ and De Claro D and Braun J and Prezant DJ		1	issa_Tufts	20729350	pdf	chris-sheldrick	88	yes		
484552	20920362	20920362	"Air Pollutants/analysis/*poisoning,Air Pollution/*adverse effects/statistics & numerical data,China/epidemiology,Confidence Intervals,Cross-Over Studies,Emergency Service, Hospital/*statistics & numerical data,Environmental Monitoring,Humans,Hu"	"BACKGROUND: A number of epidemiological studies have been conducted to research the adverse effects of air pollution on mortality and morbidity. Hypertension is the most important risk factor for cardiovascular mortality. However, few previous "	"Gaseous air pollution and emergency hospital visits for hypertension in Beijing, China: a time-stratified case-crossover study."	Environmental health : a global access science source	Guo Y and Tong S and Li S and Barnett AG and Yu W and Zhang Y and Pan X		1	nira_tufts	20920362	pdf	chris-sheldrick	88	yes		
485539	21315327	21315327	"Adult,Aged,Aged, 80 and over,Air Pollutants/*poisoning,Environmental Exposure/*adverse effects,Humans,Middle Aged,*Mortality,Ozone/*poisoning,Particulate Matter/*poisoning,Portugal/epidemiology,Seasons,Urban Population,Weather"	"Exposures to air pollution in developed countries have generally decreased over the last two decades. However, many recent epidemiological studies have consistently shown positive associations between low-level exposure to air pollutants and he"	"Short-term association between exposure to ozone and mortality in Oporto, Portugal."	Environmental research	de Almeida SP and Casimiro E and Calheiros J		1	issa_tufts	21315327	pdf	chris-sheldrick	88	yes		
485865	21514624	21514624	"Adult,Aged,Air Pollutants/*analysis,Air Pollution/*statistics & numerical data,Ambulatory Care/*statistics & numerical data,China/epidemiology,Female,Humans,Inhalation Exposure/statistics & numerical data,Male,Middle Aged,Nitrogen Dioxide/analy"	"To investigate the effects of urban air quality change on health, we carried out a time-series analysis of daily general practitioner consultations for allergic rhinitis (AR) in Beijing, China. Non-parametric generalized additive model (GAM) wa"	"Time-series studies on air pollution and daily outpatient visits for allergic rhinitis in Beijing, China."	The Science of the total environment	Zhang F and Wang W and Lv J and Krafft T and Xu J		1	issa_tufts	21514624	pdf	chris-sheldrick	88	yes		
485223	21978618	21978618	"Air Pollutants/analysis/*toxicity,Carbon Monoxide/analysis/*toxicity,Cardiovascular Diseases/*chemically induced/mortality,China/epidemiology,Cities/epidemiology,*Environmental Exposure,Female,Humans,Linear Models,Male,Respiratory Tract Disease"	"OBJECTIVES: Several studies reported acute mortality and morbidity effects of exposure to carbon monoxide (CO); which, however, has been least studied in Chinese population at regional scale. METHODS: We conducted a time-series analysis assessi"	Acute mortality effects of carbon monoxide in the Pearl River Delta of China.	The Science of the total environment	Tao Y and Zhong L and Huang X and Lu SE and Li Y and Dai L and Zhang Y and Zhu T and Huang W		1	issa_Tufts	21978618	pdf	chris-sheldrick	88	yes		
484898	22324494	22324494	"Adolescent,Adult,Age Factors,Air Pollutants/*analysis,Air Pollution/*analysis,Birth Weight,Environmental Exposure/*analysis,Ethnic Groups,European Continental Ancestry Group,Female,Humans,Hypertension, Pregnancy-Induced/*epidemiology,Infant, Ne"	"Gestational hypertension, pre-eclampsia and eclampsia are conditions that affect the health of both mothers and infants during and after pregnancy. Recent research indicates the importance of considering environmental, social and individual con"	The effects of exposure to particulate matter and neighbourhood deprivation on gestational hypertension.	Paediatric and perinatal epidemiology	Vinikoor-Imler LC and Gray SC and Edwards SE and Miranda ML		1	issa_tufts	22324494	pdf	chris-sheldrick	88	yes		
485452	22352332	22352332	"Aged,Aged, 80 and over,Air Pollutants/*adverse effects/analysis,Air Pollution/*adverse effects/analysis,Cardiovascular Diseases/complications,Case-Control Studies,Diabetes Complications,Effect Modifier, Epidemiologic,Environmental Exposure/*adv"	"Recent studies showed that air pollution is a risk factor for hospitalization for myocardial infarction (MI). However, there is limited evidence to suggest which subpopulations are at higher risk for MI arising from air pollution. This study wa"	Air pollution and hospital admissions for myocardial infarction: are there potentially sensitive groups?	Journal of toxicology and environmental health. Part A	Tsai SS and Chen PS and Yang YH and Liou SH and Wu TN and Sung FC and Yang CY		1	issa_Tufts	22352332	pdf	chris-sheldrick	88	yes		
486200	7589368	7589368	"Air Pollutants/*adverse effects,*Environmental Health,Epidemiologic Methods,Europe,*Health Status,Humans,Seasons,Time Factors"	"Recent studies investigating the adverse health effects of air pollution indicate that effects exist around and below the current national and international air quality guidelines and standards. However, the difficult methodological issues invo"	"Short-term effects of air pollution on health: a European approach using epidemiological time-series data. The APHEA project: background, objectives, design."	The European respiratory journal : official journal of the European Society for Clinical Respiratory Physiology	Katsouyanni K and Zmirou D and Spix C and Sunyer J and Schouten JP and Ponka A and Anderson HR and Le Moullec Y and Wojtyniak B and Vigotti MA and et al.		1	issa_tufts	7589368	pdf	issa	71	yes		
484401	8664396	8664396	"Aged,Air Pollution/*adverse effects,Dust/adverse effects,Hospitalization/*statistics & numerical data,Humans,Lung Diseases, Obstructive/epidemiology/etiology,Ozone/adverse effects,Particle Size,Pneumonia/epidemiology/etiology,Poisson Distributi"	Several recent studies have reported associations between short-term changes in air pollution and respiratory hospital admissions. Most of those studies analyzed locations where there was a high correlation between airborne particles and sulfur	Air pollution and hospital admissions for respiratory disease.	"Epidemiology (Cambridge, Mass.)"	Schwartz J		1	issa_Tufts	8664396	pdf	issa	71	yes		
485920	9794124	9794124	"Age Distribution,Aged,*Cause of Death,Data Collection,Female,Humans,Male,Mortality/*trends,Multivariate Analysis,Regression Analysis,Risk Factors,Seasons,Sex Distribution,Spain/epidemiology,Urban Population,*Weather"	"Daily mortality displays a seasonal pattern linked to weather, air pollution, photoperiod length, influenza incidence and diet, among which temperature ranks as a leading cause. This study thus sought to assess the relationship between temperat"	Daily mortality in Madrid community 1986-1992: relationship with meteorological variables.	European journal of epidemiology	Alberdi JC and Diaz J and Montero JC and Miron I		1	nira_tufts	9794124	pdf	issa	71	yes		
486239	10069245	10069245	"*Air Pollution,Humans,Infant,*Infant Mortality,Mexico/epidemiology,Nitrogen Dioxide,Ozone,Regression Analysis"	"Historic air pollution episodes of the 1950s led to acute increases in infant mortality, and some recent epidemiologic studies suggest that infant or child mortality may still result from air pollution at current levels. To investigate the evid"	Air pollution and infant mortality in Mexico City.	"Epidemiology (Cambridge, Mass.)"	Loomis D and Castillejos M and Gold DR and McDonnell W and Borja-Aburto VH		1	issa_Tufts	10069245	pdf	issa	71	yes		
485780	10625173	10625173	"Adult,Aged,Air Pollutants/*adverse effects,Air Pollution/*adverse effects,Cross-Over Studies,Female,Humans,Lung Diseases, Obstructive/etiology/*mortality,Male,Middle Aged,Odds Ratio,Risk Factors,Spain/epidemiology,Survival Rate,Urban Population"	The authors assessed the acute association between particulate air pollution and mortality among subjects suffering from chronic obstructive pulmonary disease by using a case-crossover analysis. This design avoided the common concerns about the	Patients with chronic obstructive pulmonary disease are at increased risk of death associated with urban particle air pollution: a case-crossover analysis.	American journal of epidemiology	Sunyer J and Schwartz J and Tobias A and Macfarlane D and Garcia J and Anto JM		1	issa_tufts	10625173	pdf	issa	71	yes		
484867	10801175	10801175	"Air Pollutants/*analysis,Allergens/*analysis,Cardiovascular Diseases/etiology/*mortality,Humans,Lung Diseases, Obstructive/etiology/*mortality,Netherlands,Pneumonia/etiology/*mortality,*Pollen/adverse effects,Seasons"	"In a time-series study in The Netherlands, we found a strong association between the day-to-day variation in pollen concentrations and that of deaths due to cardiovascular disease, chronic obstructive pulmonary disease, and pneumonia."	Relation between airborne pollen concentrations and daily cardiovascular and respiratory-disease mortality.	Lancet	Brunekreef B and Hoek G and Fischer P and Spieksma FT		1	issa_tufts	10801175	pdf	issa	71	yes		
485548	11386737	11386737	"Aged,Air Pollutants/*analysis,*Environmental Monitoring,Humans,*Mortality,Quebec/epidemiology,Sulfates/*analysis"	"This study was undertaken to determine whether variations in concentrations of particles in the ambient air of Montreal, Quebec, during the period 1984 to 1993, were associated with daily variations in nonaccidental mortality. Fixed-site air po"	"The association between daily mortality and ambient air particle pollution in Montreal, Quebec. 1. Nonaccidental mortality."	Environmental research	Goldberg MS and Burnett RT and Bailar JC 3rd and Brook J and Bonvalot Y and Tamblyn R and Singh R and Valois MF		1	issa_tufts	11386737	pdf	issa	71	yes		
484755	11452044	11452044	"Adolescent,Adult,Aged,Air Pollutants/adverse effects/*analysis,Cardiovascular Diseases/etiology/*mortality,Child,Child, Preschool,England/epidemiology,Hospitalization/*statistics & numerical data,Humans,Infant,Infant, Newborn,Middle Aged,Partic"	OBJECTIVES: There is considerable evidence linking ambient particles measured as particulate matter with aerodynamic diameter <10 microm (PM(10)) to daily mortality and hospital admissions but it is not clear which physical or chemical componen	"Particulate matter and daily mortality and hospital admissions in the west midlands conurbation of the United Kingdom: associations with fine and coarse particles, black smoke and sulphate."	Occupational and environmental medicine	Anderson HR and Bremner SA and Atkinson RW and Harrison RM and Walters S		1	issa_tufts	11452044	pdf	issa	71	yes		
485963	11725331	11725331	"Air Pollutants/*adverse effects,Cardiovascular Diseases/*chemically induced/*mortality,Environmental Monitoring,Humans,Particle Size,Poisson Distribution,Regression Analysis,Respiratory Tract Diseases/*chemically induced/*mortality,Risk Factors"	"To assess differences in the lag structure pattern between particulate matter < 10 microns/100 microns in diameter (PM10) and cause-specific mortality, we performed a time-series analysis in 10 US cities using generalized additive Poisson regre"	The lag structure between particulate air pollution and respiratory and cardiovascular deaths in 10 US cities.	Journal of occupational and environmental medicine / American College of Occupational and Environmental Medicine	Braga AL and Zanobetti A and Schwartz J		1	issa_tufts	11725331	pdf	issa	71	yes		
486270	12728364	12728364	"Adolescent,Adult,Aged,Air Pollutants/*adverse effects,Cardiovascular Diseases/etiology/mortality,Child,Child, Preschool,Female,Humans,Infant,Infant, Newborn,Korea/epidemiology,Male,Middle Aged,*Models, Theoretical,Mortality/*trends,Particle Siz"	"To assess differences in the lag-effect pattern in the relationship between particulate matter less than 10 microm in aerodynamic diameter (PM(10)) and cause-specific mortality in Seoul, Korea, from January 1995 to December 1999, we performed a"	"The lag-effect pattern in the relationship of particulate air pollution to daily mortality in Seoul, Korea."	International journal of biometeorology	Kim H and Kim Y and Hong YC		1	issa_tufts	12728364	pdf	issa	71	yes		
484325	15746475	15746475	"Air Pollution/*adverse effects/analysis,Bayes Theorem,Humans,Models, Statistical,*Mortality,Seasons,United States/epidemiology,*Urban Population"	"Time series models relating short-term changes in air pollution levels to daily mortality counts typically assume that the effects of air pollution on the log relative rate of mortality do not vary with time. However, these short-term effects m"	Seasonal analyses of air pollution and mortality in 100 US cities.	American journal of epidemiology	Peng RD and Dominici F and Pastor-Barriuso R and Zeger SL and Samet JM		1	issa_HARVARD	15746475	pdf	issa	71	yes		
